127.0.0.1 - - [07/Sep/2023:09:35:59 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:07:14 +0900] "GET /Student/upload/grandeur.png HTTP/1.1" 200 25877
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:07:14 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:07:14 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 404 841
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:07:14 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:07:14 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:06 +0900] "POST /Student/Shopping HTTP/1.1" 200 15079
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:06 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:06 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 200 25877
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:06 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:06 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 200 22743
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:06 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:06 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:12 +0900] "GET /Student/Shopping?command=meDetail&id=admin HTTP/1.1" 200 4744
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:09:14 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11782
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:11:01 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:11:01 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
127.0.0.1 - - [07/Sep/2023:16:11:39 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:11:39 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:11:39 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 4768
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:11:55 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 4776
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:11:56 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 4776
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:11:57 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4713
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:11:58 +0900] "POST /Student/Shopping HTTP/1.1" 200 5263
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:01 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11790
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:02 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:02 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5263
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:04 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15087
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:04 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:04 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:04 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:04 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:04 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:04 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:05 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:05 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5263
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:07 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15087
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:07 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:07 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:07 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:07 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5263
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:22 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15087
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:22 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:22 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:22 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:22 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:25 +0900] "GET /Student/Shopping?command=prList&mode=all&keyword= HTTP/1.1" 200 15087
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:25 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:25 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:26 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15087
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:26 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:26 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:27 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15087
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:27 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:27 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:27 +0900] "GET /Student/Shopping?command=prInsert HTTP/1.1" 200 11064
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:12:29 +0900] "GET /Student/Shopping?command=prInsert HTTP/1.1" 200 11064
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:30 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15089
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:30 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:30 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:30 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:30 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:30 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:30 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:35 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15090
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:35 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:13:35 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:19:03 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11790
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:19:43 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4638
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:00 +0900] "GET /Student/Shopping?command=prInsert HTTP/1.1" 200 11064
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:02 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15090
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:02 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:02 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:02 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:02 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:02 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:02 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:14 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4638
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:57 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15090
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:57 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:57 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:20:58 +0900] "GET /Student/prDetail02.jsp?pnum=180 HTTP/1.1" 404 806
127.0.0.1 - - [07/Sep/2023:16:21:33 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:21:34 +0900] "GET /Student/product/prDetail02.jsp HTTP/1.1" 200 8892
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:21:34 +0900] "GET /Student/css/jquery-picZoomer.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:21:34 +0900] "GET /Student/js/jquery.picZoomer.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:21:34 +0900] "GET /Student/image/ HTTP/1.1" 404 829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:21:34 +0900] "GET /Student/image/ HTTP/1.1" 404 829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:21:34 +0900] "GET /Student/css/images/zoom-ico.png HTTP/1.1" 404 850
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:24:51 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11303
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:28:21 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 12088
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:28:21 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:28:21 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:28:21 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:28:21 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:28:21 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:28:21 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:29:31 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11303
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:29:40 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4713
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:29:56 +0900] "POST /Student/Shopping HTTP/1.1" 200 5263
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:30:02 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:30:02 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:10 +0900] "POST /Student/Shopping HTTP/1.1" 200 5263
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:15 +0900] "GET /Student/Shopping?command=meList HTTP/1.1" 200 12094
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:30 +0900] "GET /Student/Shopping?command=meList HTTP/1.1" 200 12101
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:31 +0900] "GET /Student/Shopping?command=meList HTTP/1.1" 200 12101
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:38 +0900] "GET /Student/Shopping?command=meDetail&id=zxcv99 HTTP/1.1" 200 4758
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:41 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11797
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:48 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 15097
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:48 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:48 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:48 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:48 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:48 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:31:48 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:32:14 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11797
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:33:21 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:33:21 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:34:17 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4645
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:37:29 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:38:41 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4929
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:38:50 +0900] "GET /Student/Shopping?command=boUpdate&pnum= HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:38:52 +0900] "GET /Student/Shopping?command=boDelete HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:39:54 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:02 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:07 +0900] "POST /Student/Shopping HTTP/1.1" 200 5502
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:32 +0900] "POST /Student/Shopping HTTP/1.1" 200 5502
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:37 +0900] "POST /Student/Shopping HTTP/1.1" 200 5037
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:41 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11564
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:42 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4432
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:47 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:47 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5037
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:48 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4974
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:40:49 +0900] "POST /Student/Shopping HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:41:02 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11797
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:41:04 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:49:16 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12049
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:49:35 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12049
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:51:01 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:51:56 +0900] "POST /Student/Shopping HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:51:58 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12660
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:51:59 +0900] "GET /Student/boDetail.jsp HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:07 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:34 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12970
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:35 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12970
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:36 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12970
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:36 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12970
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:40 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12970
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:43 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:48 +0900] "GET /Student/Shopping?command=boUpdate&pnum= HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:52:53 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:53:01 +0900] "GET /Student/Shopping?command=boDetail&no=293 HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:55:45 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12990
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:55:46 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:55:49 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12990
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:12 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:14 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:18 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:20 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:21 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:21 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:22 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:23 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:28 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:28 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:31 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:57:32 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:58:11 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:58:12 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:58:12 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:58:13 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:58:15 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:58:20 +0900] "GET /Student/Shopping?command=meList HTTP/1.1" 200 12101
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:58:22 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:58:23 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:13 +0900] "GET /Student/meInsertForm.jsp HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:34 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:34 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:34 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:35 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:35 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:36 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:36 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:37 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:37 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:37 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:37 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:37 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:37 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:38 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:38 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:38 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:39 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:39 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:39 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:40 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:40 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:41 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:41 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:45 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:47 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:16:59:48 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
